time1,angle1,time2,angle2,Time (s) Run #3,"Angle, Ch P1 (rad) Run #3",Time (s) Run #4,"Angle, Ch P1 (rad) Run #4",Time (s) Run #5,"Angle, Ch P1 (rad) Run #5",Time (s) Run #7,"Angle, Ch P1 (rad) Run #7",Time (s) 0.2,"Angle, Ch P1 (rad) 0.2",Time (s) 0.3,"Angle, Ch P1 (rad) 0.3",Time (s) 0.35,"Angle, Ch P1 (rad) 0.35",Time (s) 0.4,"Angle, Ch P1 (rad) 0.4",Time (s) 0.45,"Angle, Ch P1 (rad) 0.45",Time (s) 0.5,"Angle, Ch P1 (rad) 0.5",Time (s) 0.55,"Angle, Ch P1 (rad) 0.55",Time (s) 0,"Angle, Ch P1 (rad) 0",Time (s) 0.2,"Angle, Ch P1 (rad) 0.2",Time (s) 0.54,"Angle, Ch P1 (rad) 0.54",Time (s) 0.56,"Angle, Ch P1 (rad) 0.56",Time (s) 0.53,"Angle, Ch P1 (rad) 0.53",Time (s) 0.51,"Angle, Ch P1 (rad) 0.51",Time (s) 0.08,"Angle, Ch P1 (rad) 0.08",Time (s) 0.1,"Angle, Ch P1 (rad) 0.1",Time (s) 0.04,"Angle, Ch P1 (rad) 0.04"
8.21,-0.097389445,8.21,0.20734527,8.21,-0.03141595,8.21,0.07539828,8.21,-0.014137178,8.21,0.089535458,8.21,0.047123925,8.21,0.004712393,8.21,-0.009424785,8.21,-0.09424785,8.21,0.114668218,,,,,8.21,-0.114668218,,,,,8.21,-0.14451337,8.21,-0.185354105,8.21,0.014137178,8.21,0.078539875,8.21,-0.234048828,8.21,-0.243473613
8.22,-0.095818648,8.22,0.20734527,8.22,-0.03141595,8.22,0.072256685,8.22,-0.010995583,8.22,0.09424785,8.22,0.051836318,8.22,0.001570798,8.22,-0.007853988,8.22,-0.097389445,8.22,0.11938061,,,,,8.22,-0.116239015,,,,,8.22,-0.147654965,8.22,-0.18221251,8.22,0.007853988,8.22,0.080110673,8.22,-0.234048828,8.22,-0.246615208
8.23,-0.095818648,8.23,0.20734527,8.23,-0.03141595,8.23,0.067544293,8.23,-0.009424785,8.23,0.10053104,8.23,0.05654871,8.23,-0.001570798,8.23,-0.00628319,8.23,-0.10053104,8.23,0.124093003,,,,,8.23,-0.117809813,,,,,8.23,-0.15079656,8.23,-0.180641713,8.23,0.001570798,8.23,0.083252268,8.23,-0.23247803,8.23,-0.249756803
8.24,-0.095818648,8.24,0.205774473,,,8.24,0.0628319,8.24,-0.00628319,8.24,0.10681423,8.24,0.059690305,8.24,-0.004712393,8.24,-0.004712393,8.24,-0.103672635,8.24,0.128805395,,,,,8.24,-0.11938061,,,,,8.24,-0.153938155,8.24,-0.17592932,8.24,-0.00628319,8.24,0.086393863,8.24,-0.23247803,8.24,-0.252898398
8.25,-0.09424785,8.25,0.205774473,,,8.25,0.058119508,8.25,-0.004712393,8.25,0.111526623,8.25,0.064402698,8.25,-0.007853988,8.25,-0.003141595,8.25,-0.10681423,8.25,0.133517788,,,,,8.25,-0.120951408,,,,,8.25,-0.158650548,8.25,-0.172787725,8.25,-0.01256638,8.25,0.08796466,8.25,-0.230907233,8.25,-0.254469195
8.26,-0.092677053,8.26,0.205774473,,,8.26,0.053407115,8.26,-0.003141595,8.26,0.117809813,8.26,0.06911509,8.26,-0.010995583,8.26,-0.003141595,8.26,-0.108385028,8.26,0.13823018,,,,,8.26,-0.122522205,,,,,8.26,-0.160221345,8.26,-0.16964613,8.26,-0.01884957,8.26,0.091106255,8.26,-0.229336435,8.26,-0.25761079
8.27,-0.092677053,8.27,0.204203675,,,8.27,0.048694723,8.27,-0.001570798,8.27,0.122522205,8.27,0.073827483,8.27,-0.014137178,8.27,-0.003141595,8.27,-0.109955825,8.27,0.142942573,,,,,8.27,-0.124093003,,,,,8.27,-0.16336294,8.27,-0.164933738,8.27,-0.02513276,8.27,0.092677053,8.27,-0.227765638,8.27,-0.259181588
8.28,-0.091106255,8.28,0.204203675,,,8.28,0.045553128,8.28,-0.001570798,8.28,0.128805395,8.28,0.078539875,8.28,-0.017278773,8.28,-0.003141595,8.28,-0.11309742,8.28,0.147654965,,,,,8.28,-0.124093003,,,,,8.28,-0.166504535,8.28,-0.160221345,8.28,-0.03141595,8.28,0.095818648,8.28,-0.22619484,8.28,-0.262323183
8.29,-0.089535458,8.29,0.202632878,,,8.29,0.040840735,8.29,-3.51E-17,8.29,0.133517788,8.29,0.083252268,8.29,-0.020420368,8.29,-0.003141595,8.29,-0.114668218,8.29,0.152367358,,,,,8.29,-0.1256638,,,,,8.29,-0.168075333,8.29,-0.155508953,8.29,-0.03769914,8.29,0.097389445,8.29,-0.224624043,8.29,-0.26389398
8.3,-0.08796466,8.3,0.20106208,,,8.3,0.036128343,8.3,-3.51E-17,8.3,0.13823018,8.3,0.08796466,8.3,-0.021991165,8.3,-0.003141595,8.3,-0.116239015,8.3,0.155508953,,,,,8.3,-0.1256638,,,,,8.3,-0.171216928,8.3,-0.15079656,8.3,-0.04398233,8.3,0.098960243,8.3,-0.221482448,8.3,-0.265464778
8.31,-0.086393863,8.31,0.199491283,,,8.31,0.032986748,8.31,-3.51E-17,8.31,0.142942573,8.31,0.092677053,8.31,-0.02513276,8.31,-0.004712393,8.31,-0.116239015,8.31,0.160221345,,,,,8.31,-0.127234598,,,,,8.31,-0.172787725,8.31,-0.146084168,8.31,-0.048694723,8.31,0.10053104,8.31,-0.21991165,8.31,-0.267035575
8.32,-0.084823065,8.32,0.197920485,,,8.32,0.028274355,8.32,-3.51E-17,8.32,0.147654965,8.32,0.097389445,8.32,-0.026703558,8.32,-0.00628319,8.32,-0.117809813,8.32,0.16336294,,,,,8.32,-0.127234598,,,,,8.32,-0.174358523,8.32,-0.141371775,8.32,-0.054977913,8.32,0.102101838,8.32,-0.216770055,8.32,-0.267035575
8.33,-0.08168147,8.33,0.196349688,,,8.33,0.02513276,8.33,-3.51E-17,8.33,0.152367358,8.33,0.103672635,8.33,-0.028274355,8.33,-0.007853988,8.33,-0.11938061,8.33,0.166504535,,,,,8.33,-0.128805395,,,,,8.33,-0.17592932,8.33,-0.135088585,8.33,-0.061261103,8.33,0.103672635,8.33,-0.21362846,8.33,-0.268606373
8.34,-0.080110673,8.34,0.19477889,,,8.34,0.021991165,8.34,-3.51E-17,8.34,0.15707975,8.34,0.108385028,8.34,-0.029845153,8.34,-0.009424785,8.34,-0.11938061,8.34,0.16964613,,,,,8.34,-0.128805395,,,,,8.34,-0.17592932,8.34,-0.128805395,8.34,-0.065973495,8.34,0.105243433,8.34,-0.210486865,8.34,-0.268606373
8.35,-0.078539875,8.35,0.191637295,,,8.35,0.01884957,8.35,-3.51E-17,8.35,0.161792143,8.35,0.11309742,8.35,-0.03141595,8.35,-0.010995583,8.35,-0.11938061,8.35,0.172787725,,,,,8.35,-0.128805395,,,,,8.35,-0.177500118,8.35,-0.124093003,8.35,-0.070685888,8.35,0.10681423,8.35,-0.208916068,8.35,-0.27017717
8.36,-0.07539828,8.36,0.190066498,,,8.36,0.014137178,8.36,-0.001570798,8.36,0.164933738,8.36,0.117809813,8.36,-0.032986748,8.36,-0.014137178,8.36,-0.11938061,8.36,0.174358523,,,,,8.36,-0.128805395,,,,,8.36,-0.177500118,8.36,-0.117809813,8.36,-0.07539828,8.36,0.10681423,8.36,-0.205774473,8.36,-0.27017717
8.37,-0.073827483,8.37,0.186924903,,,8.37,0.010995583,8.37,-0.003141595,8.37,0.16964613,8.37,0.122522205,8.37,-0.034557545,8.37,-0.017278773,8.37,-0.11938061,8.37,0.177500118,,,,,8.37,-0.128805395,,,,,8.37,-0.177500118,8.37,-0.111526623,8.37,-0.080110673,8.37,0.108385028,8.37,-0.20106208,8.37,-0.27017717
8.38,-0.070685888,8.38,0.185354105,,,8.38,0.007853988,8.38,-0.004712393,8.38,0.172787725,8.38,0.127234598,8.38,-0.036128343,8.38,-0.020420368,8.38,-0.117809813,8.38,0.179070915,,,,,8.38,-0.128805395,,,,,8.38,-0.177500118,8.38,-0.105243433,8.38,-0.084823065,8.38,0.108385028,8.38,-0.197920485,8.38,-0.27017717
8.39,-0.067544293,8.39,0.18221251,,,8.39,0.004712393,8.39,-0.00628319,8.39,0.17592932,8.39,0.13194699,8.39,-0.036128343,8.39,-0.023561963,8.39,-0.117809813,8.39,0.180641713,,,,,8.39,-0.128805395,,,,,8.39,-0.177500118,8.39,-0.098960243,8.39,-0.089535458,8.39,0.109955825,8.39,-0.19477889,8.39,-0.27017717
8.4,-0.065973495,8.4,0.179070915,,,8.4,0.003141595,8.4,-0.007853988,8.4,0.179070915,8.4,0.136659383,8.4,-0.036128343,8.4,-0.026703558,8.4,-0.116239015,8.4,0.18221251,,,,,8.4,-0.128805395,,,,,8.4,-0.177500118,8.4,-0.092677053,8.4,-0.092677053,8.4,0.109955825,8.4,-0.190066498,8.4,-0.268606373
8.41,-0.0628319,8.41,0.17592932,,,8.41,-1.17E-17,8.41,-0.009424785,8.41,0.18221251,8.41,0.141371775,8.41,-0.03769914,8.41,-0.03141595,8.41,-0.114668218,8.41,0.18221251,,,,,8.41,-0.128805395,,,,,8.41,-0.17592932,8.41,-0.086393863,8.41,-0.097389445,8.41,0.109955825,8.41,-0.186924903,8.41,-0.268606373
8.42,-0.059690305,8.42,0.172787725,,,8.42,-0.003141595,8.42,-0.01256638,8.42,0.185354105,8.42,0.146084168,8.42,-0.03769914,8.42,-0.036128343,8.42,-0.11309742,8.42,0.183783308,,,,,8.42,-0.127234598,,,,,8.42,-0.17592932,8.42,-0.08168147,8.42,-0.10053104,8.42,0.109955825,8.42,-0.18221251,8.42,-0.267035575
8.43,-0.05654871,8.43,0.16964613,,,8.43,-0.004712393,8.43,-0.015707975,8.43,0.186924903,8.43,0.15079656,8.43,-0.03769914,8.43,-0.039269938,8.43,-0.111526623,8.43,0.183783308,,,,,8.43,-0.127234598,,,,,8.43,-0.174358523,8.43,-0.07539828,8.43,-0.103672635,8.43,0.109955825,8.43,-0.179070915,8.43,-0.265464778
8.44,-0.053407115,8.44,0.166504535,,,8.44,-0.00628319,8.44,-0.017278773,8.44,0.190066498,8.44,0.155508953,8.44,-0.03769914,8.44,-0.04398233,8.44,-0.108385028,8.44,0.183783308,,,,,8.44,-0.1256638,,,,,8.44,-0.172787725,8.44,-0.06911509,8.44,-0.105243433,8.44,0.109955825,8.44,-0.174358523,8.44,-0.26389398
8.45,-0.05026552,8.45,0.16336294,,,8.45,-0.009424785,8.45,-0.020420368,8.45,0.191637295,8.45,0.160221345,8.45,-0.036128343,8.45,-0.05026552,8.45,-0.10681423,8.45,0.183783308,,,,,8.45,-0.1256638,,,,,8.45,-0.171216928,8.45,-0.0628319,8.45,-0.108385028,8.45,0.108385028,8.45,-0.16964613,8.45,-0.262323183
8.46,-0.047123925,8.46,0.160221345,,,8.46,-0.010995583,8.46,-0.02513276,8.46,0.193208093,8.46,0.16336294,8.46,-0.036128343,8.46,-0.054977913,8.46,-0.103672635,8.46,0.183783308,,,,,8.46,-0.124093003,,,,,8.46,-0.168075333,8.46,-0.05654871,8.46,-0.109955825,8.46,0.108385028,8.46,-0.164933738,8.46,-0.260752385
8.47,-0.04398233,8.47,0.15707975,,,8.47,-0.01256638,8.47,-0.028274355,8.47,0.19477889,8.47,0.168075333,8.47,-0.036128343,8.47,-0.059690305,8.47,-0.10053104,8.47,0.18221251,,,,,8.47,-0.122522205,,,,,8.47,-0.166504535,8.47,-0.05026552,8.47,-0.111526623,8.47,0.108385028,8.47,-0.160221345,8.47,-0.25761079
8.48,-0.040840735,8.48,0.152367358,,,8.48,-0.014137178,8.48,-0.03141595,8.48,0.196349688,8.48,0.171216928,8.48,-0.034557545,8.48,-0.065973495,8.48,-0.097389445,8.48,0.180641713,,,,,8.48,-0.122522205,,,,,8.48,-0.16336294,8.48,-0.04398233,8.48,-0.11309742,8.48,0.10681423,8.48,-0.155508953,8.48,-0.256039993
8.49,-0.03769914,8.49,0.149225763,,,8.49,-0.014137178,8.49,-0.036128343,8.49,0.196349688,8.49,0.17592932,8.49,-0.032986748,8.49,-0.070685888,8.49,-0.09424785,8.49,0.180641713,,,,,8.49,-0.120951408,,,,,8.49,-0.160221345,8.49,-0.039269938,8.49,-0.11309742,8.49,0.105243433,8.49,-0.15079656,8.49,-0.252898398
8.5,-0.034557545,8.5,0.14451337,,,8.5,-0.015707975,8.5,-0.039269938,8.5,0.197920485,8.5,0.179070915,8.5,-0.03141595,8.5,-0.076969078,8.5,-0.091106255,8.5,0.177500118,,,,,8.5,-0.11938061,,,,,8.5,-0.15707975,8.5,-0.032986748,8.5,-0.114668218,8.5,0.105243433,8.5,-0.146084168,8.5,-0.249756803
8.51,-0.03141595,8.51,0.141371775,,,8.51,-0.017278773,8.51,-0.04398233,8.51,0.197920485,8.51,0.18221251,8.51,-0.029845153,8.51,-0.083252268,8.51,-0.086393863,8.51,0.17592932,,,,,8.51,-0.117809813,,,,,8.51,-0.153938155,8.51,-0.028274355,8.51,-0.114668218,8.51,0.103672635,8.51,-0.141371775,8.51,-0.248186005
8.52,-0.026703558,8.52,0.136659383,,,8.52,-0.017278773,8.52,-0.048694723,8.52,0.197920485,8.52,0.186924903,8.52,-0.028274355,8.52,-0.089535458,8.52,-0.083252268,8.52,0.174358523,,,,,8.52,-0.116239015,,,,,8.52,-0.15079656,8.52,-0.021991165,8.52,-0.114668218,8.52,0.102101838,8.52,-0.136659383,8.52,-0.24504441
8.53,-0.023561963,8.53,0.133517788,,,8.53,-0.017278773,8.53,-0.051836318,8.53,0.197920485,8.53,0.190066498,8.53,-0.026703558,,,8.53,-0.078539875,8.53,0.171216928,,,,,8.53,-0.114668218,,,,,8.53,-0.147654965,8.53,-0.017278773,8.53,-0.11309742,8.53,0.10053104,8.53,-0.13194699,8.53,-0.240332018
8.54,-0.020420368,8.54,0.128805395,,,8.54,-0.017278773,8.54,-0.05654871,8.54,0.196349688,8.54,0.191637295,8.54,-0.023561963,,,8.54,-0.07539828,8.54,0.168075333,,,,,8.54,-0.111526623,,,,,8.54,-0.142942573,8.54,-0.01256638,8.54,-0.11309742,8.54,0.098960243,8.54,-0.127234598,8.54,-0.237190423
8.55,-0.017278773,8.55,0.124093003,,,8.55,-0.017278773,8.55,-0.0628319,8.55,0.196349688,8.55,0.19477889,8.55,-0.021991165,,,8.55,-0.070685888,8.55,0.164933738,,,,,8.55,-0.109955825,,,,,8.55,-0.139800978,8.55,-0.007853988,8.55,-0.111526623,8.55,0.095818648,8.55,-0.122522205,8.55,-0.234048828
8.56,-0.01256638,8.56,0.120951408,,,8.56,-0.017278773,8.56,-0.067544293,8.56,0.19477889,8.56,0.197920485,8.56,-0.01884957,,,8.56,-0.065973495,8.56,0.161792143,,,,,8.56,-0.108385028,,,,,8.56,-0.135088585,8.56,-0.003141595,8.56,-0.109955825,8.56,0.09424785,8.56,-0.117809813,8.56,-0.229336435
8.57,-0.009424785,8.57,0.116239015,,,8.57,-0.017278773,8.57,-0.072256685,8.57,0.193208093,8.57,0.199491283,8.57,-0.017278773,,,8.57,-0.061261103,8.57,0.158650548,,,,,8.57,-0.10681423,,,,,8.57,-0.13194699,8.57,-2.04E-17,8.57,-0.10681423,8.57,0.092677053,8.57,-0.11309742,8.57,-0.22619484
8.58,-0.00628319,8.58,0.111526623,,,8.58,-0.017278773,8.58,-0.076969078,8.58,0.191637295,8.58,0.202632878,8.58,-0.014137178,,,8.58,-0.05654871,8.58,0.153938155,,,,,8.58,-0.103672635,,,,,8.58,-0.127234598,8.58,0.004712393,8.58,-0.105243433,8.58,0.089535458,8.58,-0.10681423,8.58,-0.221482448
8.59,-0.003141595,8.59,0.10681423,,,8.59,-0.015707975,8.59,-0.083252268,8.59,0.190066498,8.59,0.204203675,8.59,-0.010995583,,,8.59,-0.051836318,8.59,0.15079656,,,,,8.59,-0.102101838,,,,,8.59,-0.122522205,8.59,0.007853988,8.59,-0.102101838,8.59,0.08796466,8.59,-0.102101838,8.59,-0.216770055
8.6,0.001570798,8.6,0.103672635,,,8.6,-0.015707975,8.6,-0.08796466,8.6,0.1884957,8.6,0.205774473,8.6,-0.007853988,,,8.6,-0.047123925,8.6,0.146084168,,,,,8.6,-0.098960243,,,,,8.6,-0.117809813,8.6,0.010995583,8.6,-0.098960243,8.6,0.084823065,8.6,-0.097389445,8.6,-0.212057663
8.61,0.004712393,8.61,0.098960243,,,8.61,-0.014137178,8.61,-0.092677053,8.61,0.185354105,8.61,0.20734527,8.61,-0.004712393,,,8.61,-0.042411533,8.61,0.141371775,,,,,8.61,-0.097389445,,,,,8.61,-0.11309742,8.61,0.014137178,8.61,-0.095818648,8.61,0.08168147,8.61,-0.092677053,8.61,-0.20734527
8.62,0.007853988,8.62,0.09424785,,,8.62,-0.01256638,8.62,-0.098960243,8.62,0.18221251,8.62,0.208916068,8.62,-0.001570798,,,,,8.62,0.136659383,,,,,8.62,-0.09424785,,,,,8.62,-0.108385028,8.62,0.017278773,8.62,-0.091106255,8.62,0.080110673,8.62,-0.08796466,8.62,-0.202632878
8.63,0.010995583,8.63,0.091106255,,,8.63,-0.010995583,8.63,-0.103672635,8.63,0.179070915,8.63,0.210486865,8.63,0.001570798,,,,,8.63,0.13194699,,,,,8.63,-0.092677053,,,,,8.63,-0.103672635,8.63,0.01884957,8.63,-0.08796466,8.63,0.076969078,8.63,-0.083252268,8.63,-0.197920485
8.64,0.015707975,8.64,0.086393863,,,8.64,-0.009424785,8.64,-0.109955825,8.64,0.17592932,8.64,0.210486865,8.64,0.004712393,,,,,8.64,0.127234598,,,,,8.64,-0.089535458,,,,,8.64,-0.098960243,8.64,0.021991165,8.64,-0.083252268,8.64,0.073827483,8.64,-0.078539875,8.64,-0.193208093
8.65,0.01884957,8.65,0.08168147,,,8.65,-0.007853988,8.65,-0.116239015,8.65,0.172787725,8.65,0.212057663,8.65,0.009424785,,,,,8.65,0.122522205,,,,,8.65,-0.086393863,,,,,8.65,-0.09424785,8.65,0.023561963,8.65,-0.078539875,8.65,0.070685888,8.65,-0.073827483,8.65,-0.1884957
8.66,0.021991165,8.66,0.076969078,,,8.66,-0.004712393,8.66,-0.120951408,8.66,0.16964613,8.66,0.212057663,8.66,0.01256638,,,,,8.66,0.117809813,,,,,8.66,-0.084823065,,,,,8.66,-0.089535458,8.66,0.023561963,8.66,-0.073827483,8.66,0.067544293,8.66,-0.06911509,8.66,-0.183783308
8.67,0.02513276,8.67,0.073827483,,,8.67,-0.003141595,8.67,-0.127234598,8.67,0.166504535,8.67,0.212057663,8.67,0.015707975,,,,,8.67,0.111526623,,,,,8.67,-0.08168147,,,,,8.67,-0.084823065,8.67,0.02513276,8.67,-0.06911509,8.67,0.064402698,8.67,-0.064402698,8.67,-0.177500118
8.68,0.028274355,8.68,0.06911509,,,8.68,-1.08E-17,8.68,-0.13194699,8.68,0.161792143,8.68,0.212057663,8.68,0.020420368,,,,,8.68,0.10681423,,,,,8.68,-0.078539875,,,,,8.68,-0.080110673,8.68,0.02513276,8.68,-0.064402698,8.68,0.061261103,8.68,-0.059690305,8.68,-0.172787725
8.69,0.03141595,8.69,0.065973495,,,8.69,0.001570798,8.69,-0.13823018,8.69,0.15707975,8.69,0.212057663,8.69,0.023561963,,,,,8.69,0.10053104,,,,,8.69,-0.07539828,,,,,8.69,-0.07539828,8.69,0.026703558,8.69,-0.058119508,8.69,0.058119508,8.69,-0.05654871,8.69,-0.168075333
8.7,0.034557545,8.7,0.061261103,,,8.7,0.004712393,8.7,-0.142942573,8.7,0.152367358,8.7,0.212057663,8.7,0.028274355,,,,,8.7,0.095818648,,,,,8.7,-0.072256685,,,,,8.7,-0.070685888,8.7,0.026703558,8.7,-0.053407115,8.7,0.053407115,8.7,-0.051836318,8.7,-0.161792143
8.71,0.03769914,8.71,0.058119508,,,8.71,0.007853988,8.71,-0.149225763,8.71,0.147654965,8.71,0.210486865,8.71,0.03141595,,,,,8.71,0.089535458,,,,,8.71,-0.070685888,,,,,8.71,-0.065973495,8.71,0.02513276,8.71,-0.047123925,8.71,0.05026552,8.71,-0.047123925,8.71,-0.15707975
8.72,0.040840735,8.72,0.053407115,,,8.72,0.010995583,8.72,-0.155508953,8.72,0.142942573,8.72,0.210486865,8.72,0.036128343,,,,,8.72,0.084823065,,,,,8.72,-0.067544293,,,,,8.72,-0.061261103,8.72,0.02513276,8.72,-0.040840735,8.72,0.047123925,8.72,-0.04398233,8.72,-0.15079656
8.73,0.04398233,8.73,0.05026552,,,8.73,0.014137178,8.73,-0.160221345,8.73,0.13823018,8.73,0.208916068,8.73,0.039269938,,,,,8.73,0.078539875,,,,,,,,,,,8.73,-0.05654871,8.73,0.023561963,8.73,-0.034557545,8.73,0.04398233,8.73,-0.039269938,8.73,-0.146084168
8.74,0.047123925,8.74,0.047123925,,,8.74,0.017278773,8.74,-0.164933738,8.74,0.133517788,8.74,0.20734527,8.74,0.04398233,,,,,8.74,0.073827483,,,,,,,,,,,8.74,-0.051836318,8.74,0.021991165,8.74,-0.028274355,8.74,0.039269938,8.74,-0.036128343,8.74,-0.139800978
8.75,0.05026552,8.75,0.042411533,,,8.75,0.020420368,8.75,-0.171216928,8.75,0.128805395,8.75,0.205774473,8.75,0.048694723,,,,,8.75,0.067544293,,,,,,,,,,,8.75,-0.047123925,8.75,0.020420368,8.75,-0.021991165,8.75,0.036128343,8.75,-0.03141595,8.75,-0.135088585
8.76,0.051836318,8.76,0.039269938,,,8.76,0.023561963,8.76,-0.17592932,8.76,0.122522205,8.76,0.204203675,8.76,0.051836318,,,,,8.76,0.0628319,,,,,,,,,,,8.76,-0.04398233,8.76,0.01884957,8.76,-0.015707975,8.76,0.032986748,8.76,-0.028274355,8.76,-0.128805395
8.77,0.054977913,8.77,0.036128343,,,8.77,0.028274355,8.77,-0.180641713,8.77,0.117809813,8.77,0.202632878,8.77,0.05654871,,,,,8.77,0.058119508,,,,,,,,,,,8.77,-0.039269938,8.77,0.015707975,8.77,-0.009424785,8.77,0.028274355,8.77,-0.02513276,8.77,-0.122522205
8.78,0.05654871,8.78,0.032986748,,,8.78,0.03141595,8.78,-0.186924903,8.78,0.111526623,8.78,0.199491283,8.78,0.059690305,,,,,8.78,0.051836318,,,,,,,,,,,8.78,-0.036128343,8.78,0.01256638,8.78,-0.003141595,8.78,0.02513276,8.78,-0.021991165,8.78,-0.117809813
8.79,0.059690305,8.79,0.029845153,,,8.79,0.036128343,8.79,-0.191637295,8.79,0.10681423,8.79,0.197920485,8.79,0.064402698,,,,,8.79,0.047123925,,,,,,,,,,,8.79,-0.03141595,8.79,0.009424785,8.79,0.003141595,8.79,0.020420368,8.79,-0.01884957,8.79,-0.111526623
8.8,0.061261103,8.8,0.026703558,,,8.8,0.039269938,8.8,-0.196349688,8.8,0.10053104,8.8,0.19477889,8.8,0.067544293,,,,,8.8,0.042411533,,,,,,,,,,,8.8,-0.028274355,8.8,0.00628319,8.8,0.009424785,8.8,0.017278773,8.8,-0.015707975,8.8,-0.10681423
8.81,0.064402698,8.81,0.023561963,,,8.81,0.04398233,8.81,-0.20106208,8.81,0.095818648,8.81,0.191637295,8.81,0.070685888,,,,,8.81,0.03769914,,,,,,,,,,,8.81,-0.02513276,8.81,0.003141595,8.81,0.015707975,8.81,0.014137178,8.81,-0.014137178,8.81,-0.102101838
8.82,0.065973495,8.82,0.021991165,,,8.82,0.048694723,8.82,-0.205774473,8.82,0.089535458,8.82,0.1884957,8.82,0.07539828,,,,,8.82,0.032986748,,,,,,,,,,,8.82,-0.021991165,8.82,-0.001570798,8.82,0.023561963,8.82,0.009424785,8.82,-0.010995583,8.82,-0.095818648
8.83,0.067544293,8.83,0.01884957,,,8.83,0.051836318,8.83,-0.208916068,8.83,0.083252268,8.83,0.185354105,8.83,0.078539875,,,,,8.83,0.028274355,,,,,,,,,,,8.83,-0.01884957,8.83,-0.004712393,8.83,0.029845153,8.83,0.00628319,8.83,-0.009424785,8.83,-0.091106255
8.84,0.06911509,8.84,0.017278773,,,8.84,0.05654871,8.84,-0.21362846,8.84,0.078539875,8.84,0.18221251,8.84,0.08168147,,,,,8.84,0.023561963,,,,,,,,,,,8.84,-0.017278773,8.84,-0.009424785,8.84,0.034557545,8.84,0.003141595,8.84,-0.00628319,8.84,-0.084823065
8.85,0.070685888,8.85,0.014137178,,,8.85,0.061261103,8.85,-0.218340853,8.85,0.072256685,8.85,0.179070915,8.85,0.084823065,,,,,8.85,0.01884957,,,,,,,,,,,8.85,-0.014137178,8.85,-0.014137178,8.85,0.040840735,8.85,-0.001570798,8.85,-0.004712393,8.85,-0.080110673
8.86,0.072256685,8.86,0.01256638,,,8.86,0.065973495,8.86,-0.221482448,8.86,0.065973495,8.86,0.17592932,8.86,0.089535458,,,,,8.86,0.015707975,,,,,,,,,,,8.86,-0.01256638,8.86,-0.01884957,8.86,0.047123925,8.86,-0.004712393,8.86,-0.003141595,8.86,-0.07539828
8.87,0.073827483,8.87,0.010995583,,,8.87,0.070685888,8.87,-0.224624043,8.87,0.061261103,8.87,0.171216928,8.87,0.092677053,,,,,8.87,0.010995583,,,,,,,,,,,8.87,-0.010995583,8.87,-0.02513276,8.87,0.053407115,8.87,-0.007853988,8.87,-0.001570798,8.87,-0.070685888
8.88,0.07539828,8.88,0.007853988,,,8.88,0.07539828,8.88,-0.227765638,8.88,0.054977913,8.88,0.168075333,8.88,0.095818648,,,,,8.88,0.007853988,,,,,,,,,,,8.88,-0.009424785,8.88,-0.029845153,8.88,0.058119508,8.88,-0.01256638,8.88,1.34E-17,8.88,-0.065973495
8.89,0.076969078,8.89,0.00628319,,,8.89,0.080110673,8.89,-0.230907233,8.89,0.05026552,8.89,0.16336294,8.89,0.097389445,,,,,8.89,0.004712393,,,,,,,,,,,8.89,-0.007853988,8.89,-0.036128343,8.89,0.064402698,8.89,-0.015707975,8.89,0.001570798,8.89,-0.061261103
8.9,0.078539875,8.9,0.004712393,,,8.9,0.083252268,8.9,-0.234048828,8.9,0.04398233,8.9,0.160221345,8.9,0.10053104,,,,,8.9,0.001570798,,,,,,,,,,,8.9,-0.00628319,8.9,-0.040840735,8.9,0.06911509,8.9,-0.01884957,8.9,0.001570798,8.9,-0.05654871
8.91,0.078539875,8.91,0.004712393,,,8.91,0.08796466,8.91,-0.237190423,8.91,0.039269938,8.91,0.155508953,8.91,0.103672635,,,,,8.91,-0.001570798,,,,,,,,,,,8.91,-0.004712393,8.91,-0.047123925,8.91,0.073827483,8.91,-0.021991165,8.91,0.003141595,8.91,-0.051836318
8.92,0.080110673,8.92,0.003141595,,,8.92,0.092677053,8.92,-0.240332018,8.92,0.032986748,8.92,0.15079656,8.92,0.105243433,,,,,8.92,-0.003141595,,,,,,,,,,,8.92,-0.004712393,8.92,-0.053407115,8.92,0.080110673,8.92,-0.02513276,8.92,0.003141595,8.92,-0.047123925
8.93,0.080110673,8.93,0.001570798,,,8.93,0.097389445,8.93,-0.241902815,8.93,0.028274355,8.93,0.146084168,8.93,0.108385028,,,,,8.93,-0.00628319,,,,,,,,,,,8.93,-0.004712393,8.93,-0.058119508,8.93,0.083252268,8.93,-0.028274355,8.93,0.003141595,8.93,-0.04398233
8.94,0.080110673,8.94,0.001570798,,,8.94,0.102101838,8.94,-0.243473613,8.94,0.023561963,8.94,0.141371775,8.94,0.109955825,,,,,8.94,-0.007853988,,,,,,,,,,,8.94,-0.004712393,8.94,-0.064402698,8.94,0.08796466,8.94,-0.03141595,8.94,0.003141595,8.94,-0.039269938
8.95,0.080110673,8.95,2.17E-18,,,8.95,0.10681423,8.95,-0.246615208,8.95,0.017278773,8.95,0.136659383,8.95,0.111526623,,,,,8.95,-0.009424785,,,,,,,,,,,8.95,-0.004712393,8.95,-0.070685888,8.95,0.092677053,8.95,-0.034557545,8.95,0.003141595,8.95,-0.036128343
